Field,Type,Graph,Nodes,Edges,Finished,Time,Algorithm,Separators generated,Results,First Width,Min Width,Max Width,Best Width Time,Best Width Count,Good width Count,First Fill,Min Fill,Max Fill,Best Fill Time,Best Fill Count,Good Fill Count,First ExpBags,Min ExpBags,Max ExpBags,Best ExpBags Time
BN, CSP, 29.wcsp, 82, 380, No, 105.822, , 35,2369, 16, 14, 18, 0.0, 1024, 1921, 55, 38, 81, 4.0, 1024, 1921, 344868, 134948, 1578788, 4.0
BN, CSP, 29.wcsp, 82, 380, No, 106.34, , 35,2369, 16, 14, 18, 0.0, 1024, 1921, 55, 38, 81, 5.0, 1024, 1921, 344868, 134948, 1578788, 5.0
BN, CSP, 29.wcsp, 82, 380, No, 101.801, , 35,2369, 16, 14, 18, 0.0, 1024, 1921, 55, 38, 81, 5.0, 1024, 1921, 344868, 134948, 1578788, 5.0
BN, CSP, 29.wcsp, 82, 380, No, 102.829, , 35,2369, 16, 14, 18, 0.0, 1024, 1921, 55, 38, 81, 4.0, 1024, 1921, 344868, 134948, 1578788, 4.0
BN,CSP,29.wcsp,82,380,No,0,mcs,0,2368,16,14,18,ResultInformation{number=2, time=-4913.125, fill=40, width=14, expBagSize=152356},1024,1920,55,38,81,ResultInformation{number=291, time=-4919.154, fill=38, width=14, expBagSize=134948},128,1920,344868,134948,1578788,-4919.154,
BN,CSP,29.wcsp,82,380,No,60,mcs,0,2359,16,14,18,-5152.246,1018,1911,55,38,81,ResultInformation{number=291, time=-5158.958, fill=38, width=14, expBagSize=134948},126,1911,344868,134948,1578788,-5158.958,
BN,CSP,29.wcsp,82,380,No,60,mcs,0,2368,16,14,18,-5283.984,1024,1920,55,38,81,-5289.975,128,1920,344868,134948,1578788,-5289.975,
BN,CSP,29.wcsp,82,380,No,60,mcs,0,2368,16,14,18,5429.754,1024,1920,55,38,81,5436.176,128,1920,344868,134948,1578788,5436.176,
BN,CSP,29.wcsp,82,380,No,60,mcs,0,2368,16,14,18,0.042,1024,1920,55,38,81,6.832,128,1920,344868,134948,1578788,6.832,
BN,CSP,29.wcsp,82,380,No,60,mcs,0,2368,16,14,18,0.036,1024,1920,55,38,81,5.552,128,1920,344868,134948,1578788,5.552,
BN,CSP,29.wcsp,82,380,Yes,0,mcs,0,1,16,16,16,0.009,1,1,55,55,55,0.009,1,1,344868,344868,344868,0.009,
BN,CSP,29.wcsp,82,380,No,0,mcs,0,1,16,16,16,0.003,1,1,55,55,55,0.003,1,1,344868,344868,344868,0.003,
BN,CSP,29.wcsp,82,380,No,3,mcs,0,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.006,1,1,55,55,55,0.006,1,1,344868,344868,344868,0.006,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.005,1,1,55,55,55,0.005,1,1,344868,344868,344868,0.005,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.005,1,1,55,55,55,0.005,1,1,344868,344868,344868,0.005,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,29.wcsp,82,380,No,0,mcs,1,1,16,16,16,0.001,1,1,55,55,55,0.001,1,1,344868,344868,344868,0.001,
BN,CSP,54.wcsp,67,226,No,98,mcs,49,5040,13,11,14,0.029,3024,4032,32,17,56,13.425,12,1752,36880,12816,70976,13.425,
BN,CSP,54.wcsp,67,226,No,37,mcs,42,2520,13,11,14,0.024,1512,2016,32,17,55,7.96,12,1176,36880,12816,70912,7.96,
BN,CSP,54.wcsp,67,226,No,171,mcs,49,5040,13,11,14,0.022,3024,4032,32,17,56,7.848,12,1752,36880,12816,70976,7.848,
BN,CSP,54.wcsp,67,226,No,165,mcs,49,5040,13,11,14,0.026,3024,4032,32,17,56,9.085,12,1752,36880,12816,70976,9.085,
BN,CSP,54.wcsp,67,226,No,83,mcs,39,935,13,11,13,27.579,560,935,32,17,49,34.574,6,439,36880,12816,39168,34.574,
BN,CSP,54.wcsp,67,226,No,176,mcs,49,5040,13,11,14,0.025,3024,4032,32,17,56,8.62,12,1752,36880,12816,70976,8.62,
BN,CSP,54.wcsp,67,226,No,166,mcs,49,5040,13,11,14,0.02,3024,4032,32,17,56,8.577,12,1752,36880,12816,70976,8.577,
BN,CSP,54.wcsp,67,226,No,132,mcs,49,5005,13,11,14,0.023,3004,4004,32,17,56,8.428,12,1737,36880,12816,70976,8.428,
BN,CSP,54.wcsp,67,226,No,2,mcs,32,266,13,11,13,0.038,160,266,32,19,45,0.925,12,160,36880,13072,38928,0.925,
BN,CSP,54.wcsp,67,226,No,133,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,8.281,12,1752,36880,12816,70976,8.281,
BN,CSP,54.wcsp,67,226,Yes,30,mcs,37,4032,11,11,13,0.001,3024,3024,17,17,50,0.001,12,12,12816,12816,39232,0.001,
BN,CSP,54.wcsp,67,226,No,82,mcs,49,5040,13,11,14,0.026,3024,4032,39,17,56,1.119,12,3420,37520,12816,70976,1.119,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,0,4083,14,11,14,0.018,2589,4083,48,17,56,0.63,12,3862,69760,12816,70976,0.63,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,37,4032,11,11,13,0.002,3024,3024,29,17,50,3.367,12,978,14160,12816,39232,3.367,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,41,4032,13,11,13,0.033,3024,4032,35,17,50,39.79,12,2652,36992,12816,39232,39.79,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,42,5040,11,11,14,0.001,3024,3024,32,17,56,34.142,12,1752,14784,12816,70976,34.142,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,37,5040,14,11,14,0.03,3024,5040,44,17,56,2.185,12,4002,68800,12816,70976,2.185,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,0,4057,14,11,14,0.014,2581,4057,49,17,56,0.584,12,3900,69824,12816,70976,0.584,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,0,4052,11,11,14,0.007,2570,2570,25,17,56,0.143,12,397,14208,12816,70976,0.143,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,46,4140,13,11,14,0.025,2484,3312,32,17,56,14.553,12,1524,36880,12816,70976,14.553,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,46,4140,13,11,14,0.028,2484,3312,32,17,56,14.838,12,1524,36880,12816,70976,14.838,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,46,4140,13,11,14,0.029,2484,3312,32,17,56,14.585,12,1524,36880,12816,70976,14.585,
BN,CSP,54.wcsp,67,226,Yes,60,mcs,46,4140,13,11,14,0.038,2484,3312,32,17,56,14.093,12,1524,36880,12816,70976,14.093,
BN,CSP,54.wcsp,67,226,No,42,mcs,49,1659,13,11,14,14.601,794,1218,32,26,56,15.441,2,128,36880,13568,70976,32.213,
BN,CSP,54.wcsp,67,226,No,31,mcs,49,3395,13,11,14,2.967,1885,2651,32,17,56,8.658,1,757,36880,12816,70976,8.658,
BN,CSP,54.wcsp,67,226,No,4,mcs,0,698,13,11,14,4.16,490,600,32,17,54,4.228,3,397,36880,12816,70736,4.228,
BN,CSP,54.wcsp,67,226,No,3,mcs,0,681,13,11,14,3.207,472,576,32,17,53,3.266,3,397,36880,12816,70592,3.266,
BN,CSP,54.wcsp,67,226,No,2,mcs,0,630,13,11,14,2.626,431,534,32,17,52,2.667,3,371,36880,12816,70736,2.667,
BN,CSP,54.wcsp,67,226,No,31,mcs,49,5041,13,11,14,3.106,3024,4033,32,17,56,3.158,12,1753,36880,12816,70976,3.158,
BN,CSP,54.wcsp,67,226,No,32,mcs,49,5040,13,11,14,3.275,3024,4032,32,17,56,3.332,12,1752,36880,12816,70976,3.332,
BN,CSP,54.wcsp,67,226,No,31,mcs,49,5040,13,11,14,0.012,3024,4032,32,17,56,0.039,12,1752,36880,12816,70976,0.039,
BN,CSP,54.wcsp,67,226,No,32,mcs,49,5040,13,11,14,0.013,3024,4032,32,17,56,0.098,12,1752,36880,12816,70976,0.098,
BN,CSP,54.wcsp,67,226,No,33,mcs,49,5040,13,11,14,0.013,3024,4032,32,17,56,0.013,12,1752,36880,12816,70976,0.013,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1879,13,11,14,0.007,1294,1596,32,17,56,0.23,12,1098,36880,12816,70976,0.23,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1990,13,11,14,0.009,1367,1676,32,17,54,0.139,11,1149,36880,12816,70736,0.139,
BN,CSP,54.wcsp,67,226,No,32,mcs,49,5040,13,11,14,0.007,3024,4032,32,17,56,0.376,12,1752,36880,12816,70976,0.376,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1935,13,11,14,0.012,1310,1622,32,17,54,0.05,11,1093,36880,12816,70672,0.05,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1913,13,11,14,0.008,1324,1624,32,17,54,0.062,11,1123,36880,12816,70720,0.062,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1800,13,11,14,0.01,1251,1532,32,17,54,0.142,12,1061,36880,12816,70736,0.142,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1866,13,11,14,0.007,1276,1581,32,17,52,0.466,12,1065,36880,12816,70736,0.466,
BN,CSP,54.wcsp,67,226,No,0,mcs,4,12,13,11,13,0.024,6,12,32,22,41,0.024,2,8,36880,13328,37968,0.024,
BN,CSP,54.wcsp,67,226,No,0,mcs,8,1,13,13,13,0.0,1,1,32,32,32,0.0,1,1,36880,36880,36880,0.0,
BN,CSP,54.wcsp,67,226,No,27,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,5.53,12,1752,36880,12816,70976,5.53,
BN,CSP,54.wcsp,67,226,No,0,mcs,4,12,13,11,13,0.021,6,12,32,22,41,0.021,2,8,36880,13328,37968,0.021,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,0.019,3024,4032,32,17,56,5.822,12,1752,36880,12816,70976,5.822,
BN,CSP,54.wcsp,67,226,No,0,mcs,4,12,13,11,13,0.019,6,12,32,22,41,0.019,2,8,36880,13328,37968,0.019,
BN,CSP,54.wcsp,67,226,No,28,mcs,49,5040,13,11,14,0.021,3024,4032,32,17,56,5.331,12,1752,36880,12816,70976,5.331,
BN,CSP,54.wcsp,67,226,No,0,mcs,4,12,13,11,13,0.022,6,12,32,22,41,0.022,2,8,36880,13328,37968,0.022,
BN,CSP,54.wcsp,67,226,No,30,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,5.493,12,1752,36880,12816,70976,5.493,
BN,CSP,54.wcsp,67,226,No,30,mcs,49,5040,13,11,14,0.024,3024,4032,32,17,56,5.935,12,1752,36880,12816,70976,5.935,
BN,CSP,54.wcsp,67,226,No,28,mcs,49,5040,13,11,14,0.021,3024,4032,32,17,56,5.197,12,1752,36880,12816,70976,5.197,
BN,CSP,54.wcsp,67,226,No,91,mcs,49,5040,13,11,14,0.034,3024,4032,32,17,56,13.01,12,1752,36880,12816,70976,13.01,
BN,CSP,54.wcsp,67,226,No,90,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,11.897,12,1752,36880,12816,70976,11.897,
BN,CSP,54.wcsp,67,226,No,28,mcs,49,5040,13,11,14,0.026,3024,4032,32,17,56,5.227,12,1752,36880,12816,70976,5.227,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,0.022,3024,4032,32,17,56,5.456,12,1752,36880,12816,70976,5.456,
BN,CSP,54.wcsp,67,226,No,30,mcs,49,5040,13,11,14,0.026,3024,4032,32,17,56,5.866,12,1752,36880,12816,70976,5.866,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,5.411,12,1752,36880,12816,70976,5.411,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,5.332,12,1752,36880,12816,70976,5.332,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,0.024,3024,4032,32,17,56,5.593,12,1752,36880,12816,70976,5.593,
BN,CSP,54.wcsp,67,226,No,31,mcs,49,5040,13,11,14,0.023,3024,4032,32,17,56,6.103,12,1752,36880,12816,70976,6.103,
BN,CSP,54.wcsp,67,226,No,90,mcs,49,5040,13,11,14,0.024,3024,4032,32,17,56,12.226,12,1752,36880,12816,70976,12.226,
BN,CSP,54.wcsp,67,226,No,43,mcs,49,5040,13,11,14,3.397,3024,4032,38,17,56,14.432,12,3240,37264,12816,70976,14.432,
BN,CSP,54.wcsp,67,226,No,29,mcs,49,5040,13,11,14,5.413,3024,4032,38,17,56,13.01,12,3240,37264,12816,70976,13.01,
Random,Probability30percent,20,20,73,No,64,mcs,120,10421,9,9,12,0.0,933,933,32,31,72,2.795,7,15,4168,4104,29248,2.795,
BN,Grids,grid10x10.f10.wrap,100,200,Yes,1800,mcs,6,183708,19,19,22,0.002,5344,5344,1133,1022,1237,83.341,10,9638,24326976,24326976,85988000,0.002,
BN,Grids,grid10x10.f10.wrap,100,200,Yes,1800,mcs,6,212587,19,19,22,0.002,5344,5344,1133,1022,1237,72.322,10,10838,24326976,24326976,85988000,0.002,
None,None,,67,226,No,104,mcs,49,5040,13,11,14,16.188,3024,4032,38,17,56,42.804,12,3240,37264,12816,70976,42.804,
BN,CSP,54.wcsp,67,226,No,97,mcs,49,5040,13,11,14,15.165,3024,4032,38,17,56,42.466,12,3240,37264,12816,70976,42.466,
BN,CSP,54.wcsp,67,226,No,24,mcs,49,5040,13,11,14,3.058,3024,4032,38,17,56,9.983,12,3240,37264,12816,70976,9.983,
BN,CSP,54.wcsp,67,226,No,0,mcs,27,0,13,13,14,0.001,207,207,38,27,52,0.001,6,24,37264,36368,70016,0.001,
BN,CSP,54.wcsp,67,226,No,14,mcs,49,0,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,9,mcs,49,0,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,17,mcs,0,0,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,224,mcs,49,0,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,8,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1,13,13,13,0.002,1,1,38,38,38,0.002,1,1,37264,37264,37264,0.002,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,1,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,49,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,11,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,11,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,49,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,49,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,0,mcs,49,1,13,13,13,0.001,1,1,38,38,38,0.001,1,1,37264,37264,37264,0.001,
BN,CSP,54.wcsp,67,226,No,14,mcs,49,5040,13,11,14,0.002,3024,1008,38,17,56,0.002,12,174,37264,12816,70976,0.002,
BN,CSP,54.wcsp,67,226,No,13,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,Pedigree,Family2Dominant.1.5loci,385,930,Yes,0,mcs,17,18563,26,26,28,0.004,9259,9259,3590,3474,3639,0.004,4,153,1430226152,1429072536,3303162856,0.004,
BN,CSP,54.wcsp,67,226,No,14,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,29.wcsp,82,380,Yes,120,mcs,41,57600,19,14,19,0.002,20480,7680,92,38,93,0.002,1280,1280,2626340,134948,2626372,0.002,
BN,Pedigree,Family2Dominant.1.5loci,385,930,Yes,0,mcs,14,945,26,26,28,0.005,473,473,3590,3533,3606,0.005,4,18,1430226152,1429831928,3303040744,0.005,
BN,Pedigree,Family2Dominant.1.5loci,385,930,Yes,0,mcs,14,944,26,26,28,0.004,473,473,3590,3533,3606,0.004,4,19,1430226152,1429831928,3303040744,0.004,
BN,Pedigree,Family2Dominant.1.5loci,385,930,Yes,120,mcs,14,951,26,26,28,0.006,478,478,3590,3533,3606,0.006,4,19,1430226152,1429831928,3303040744,0.006,
BN,Pedigree,Family2Dominant.1.5loci,385,930,Yes,120,mcs,14,925,26,26,28,0.007,461,461,3590,3533,3606,0.007,4,18,1430226152,1429831928,3303040744,0.007,
BN,CSP,54.wcsp,67,226,No,21,mcs,49,5040,13,11,14,2.218,3024,4032,38,17,56,2.395,12,3240,37264,12816,70976,2.395,
BN,CSP,54.wcsp,67,226,No,24,mcs,49,5040,13,11,14,2.018,3024,4032,38,17,56,2.196,12,3240,37264,12816,70976,2.196,
BN,CSP,54.wcsp,67,226,No,6,mcs,49,5040,13,11,14,0.0,3024,1008,38,17,56,0.0,12,174,37264,12816,70976,0.0,
BN,CSP,54.wcsp,67,226,No,21,mcs,49,5040,13,11,14,2.265,3024,4032,38,17,56,2.495,12,3240,37264,12816,70976,2.495,
BN,CSP,54.wcsp,67,226,No,6,mcs,45,5040,13,11,14,0.0,3024,1008,38,17,56,0.0,12,174,37264,12816,70976,0.0,
BN,CSP,54.wcsp,67,226,No,22,mcs,49,5040,13,11,14,2.617,3024,4032,38,17,56,2.829,12,3240,37264,12816,70976,2.829,
BN,CSP,54.wcsp,67,226,No,6,mcs,45,5040,13,11,14,0.0,3024,1008,38,17,56,0.0,12,174,37264,12816,70976,0.0,
BN,CSP,54.wcsp,67,226,No,10,mcs,49,5040,13,11,14,0.001,3024,1008,38,17,56,0.001,12,174,37264,12816,70976,0.001,
BN,CSP,54.wcsp,67,226,No,22,mcs,49,5040,13,11,14,2.168,3024,4032,38,17,56,2.301,12,3240,37264,12816,70976,2.301,
BN,CSP,54.wcsp,67,226,No,6,mcs,45,5040,13,11,14,0.0,3024,1008,38,17,56,0.0,12,174,37264,12816,70976,0.0,
pace2016,100,AhrensSzekeresGeneralizedQuadrangleGraph_3,27,135,YES,2,mcs,54,936,17,17,20,0.001,864,864,136,135,136,0.001,864,864,1320960,1320960,2109440,0.001
pace2016,100,AhrensSzekeresGeneralizedQuadrangleGraph_3,27,135,YES,0,mcs,54,216,17,17,20,0.001,192,192,136,135,136,0.001,192,192,1320960,1320960,2109440,0.001
pace2016,100,AhrensSzekeresGeneralizedQuadrangleGraph_3,27,135,YES,3,mcs,54,936,17,17,20,0.001,864,864,136,135,136,0.001,864,864,1320960,1320960,2109440,0.001
pace2016,100,AhrensSzekeresGeneralizedQuadrangleGraph_3,27,135,YES,0,mcs,1,1,17,17,17,0.001,1,1,136,136,136,0.001,1,1,1320960,1320960,1320960,0.001
pace2016,100,AhrensSzekeresGeneralizedQuadrangleGraph_3,27,135,YES,2,mcs,54,936,17,17,20,0.001,864,864,136,135,136,0.001,864,864,1320960,1320960,2109440,0.001
pace2016,100,BlanusaSecondSnarkGraph,18,27,NO,112,mcs,14,220631,6,5,7,0.0,17662,202534,48,31,48,0.0,11704,11704,992,336,992,0.0
pace2016,100,BlanusaSecondSnarkGraph,18,27,NO,0,mcs,14,220601,6,5,7,0.0,17661,202522,48,31,48,0.0,11700,11700,992,336,992,0.0
